id,Machine_failure_pred,Probability
136429,0,0.0021152253682865363
136430,0,0.0011219621037688253
136431,0,0.002607387776251245
136432,0,0.0028900355720159576
136433,0,0.003460080949209909
136434,0,0.002656505828819419
136435,0,0.003724341938951275
136436,0,0.004929207430096271
136437,0,0.0014709814082714458
136438,0,0.0013249261787448149
136439,0,0.0023930044216560337
136440,0,0.0021187376396823387
136441,0,0.001302731964342243
136442,0,0.0018624394445022152
136443,0,0.002985940638049638
136444,0,0.005302845075910057
136445,0,0.0010811696150680363
136446,1,0.9902984424863305
136447,0,0.0025301804897379376
136448,0,0.001991351187715488
136449,0,0.005262581372869084
136450,0,0.004051469263162398
136451,0,0.02008431557383509
136452,0,0.02076607847348766
136453,0,0.003754597616597757
136454,0,0.0015342069824784417
136455,0,0.0019174901243957884
136456,0,0.006819353542686866
136457,0,0.006080358074300977
136458,0,0.004621259123690013
136459,0,0.0033701513019771564
136460,0,0.0027080089685902957
136461,0,0.0011830984786848117
136462,0,0.016566701548827577
136463,0,0.0022668046300426308
136464,0,0.003432970034218815
136465,0,0.001594376150306017
136466,0,0.00199066028353048
136467,0,0.0014225379861016667
136468,0,0.002636187446778751
136469,0,0.0013801902443419793
136470,0,0.0028219320538456502
136471,0,0.008063913728379314
136472,0,0.0067858115850997274
136473,0,0.00252203442720397
136474,0,0.0024916739476220787
136475,0,0.0029240420408166196
136476,0,0.006607992945551906
136477,0,0.0023847285463688035
136478,0,0.0021330184707859107
136479,0,0.0013486961029910767
136480,0,0.006607977451056737
136481,0,0.0022117285128060884
136482,0,0.02904389799184027
136483,0,0.0028948101277209825
136484,0,0.0011281758262968841
136485,0,0.0013831160197291267
136486,0,0.002523869152447418
136487,0,0.0015945625480960647
136488,0,0.003944514257925883
136489,0,0.001193537971969037
136490,0,0.02136071526032339
136491,0,0.003433461186782282
136492,0,0.003212547141595435
136493,0,0.0032333657178778494
136494,0,0.0011390438788352148
136495,0,0.002922736579683037
136496,0,0.004681313064749134
136497,0,0.002846418187438319
136498,0,0.009828814622989526
136499,0,0.001371648735957261
136500,0,0.0007283497939892981
136501,0,0.0017304908333055965
136502,0,0.006595377423903106
136503,0,0.0025985636388805885
136504,0,0.0013144670231902487
136505,0,0.0011300079006779885
136506,0,0.0028390847668181094
136507,0,0.0007821059017624659
136508,0,0.0010369923798854242
136509,0,0.003612175221245648
136510,0,0.001656255939203757
136511,0,0.00952442579850626
136512,0,0.0008898815938642694
136513,0,0.0068692589751550084
136514,0,0.002138759489335178
136515,0,0.002169141680808343
136516,0,0.0036554093736428754
136517,0,0.0017233852276327267
136518,0,0.0017094149712368761
136519,0,0.0026597368068780342
136520,0,0.0017011972458557713
136521,0,0.002018469736829174
136522,0,0.0032640179605239465
136523,0,0.0012725297045151549
136524,0,0.0013800788915393554
136525,0,0.005627442192541328
136526,0,0.0056082551068990455
136527,0,0.006963679611552788
136528,0,0.0014037408631100725
136529,0,0.005881625688592143
136530,0,0.002693447574553111
136531,0,0.0037515274860854867
136532,0,0.003403550338611959
136533,0,0.002644317940133281
136534,0,0.0005806538642831062
136535,0,0.00292077060717761
136536,0,0.002157512053850768
136537,0,0.000984056195181737
136538,0,0.005802269082815156
136539,0,0.001351973179891222
136540,0,0.0020072470618429784
136541,0,0.0008926334030375682
136542,0,0.004121813829359771
136543,0,0.007365302211895583
136544,0,0.002145881597472913
136545,0,0.00542710768158608
136546,0,0.0007435910712919588
136547,0,0.003347936544929969
136548,0,0.0023587118268994915
136549,0,0.0019057739521993057
136550,0,0.006067642586989984
136551,0,0.001933610734012517
136552,0,0.0017069922827289484
136553,0,0.00143395300653795
136554,0,0.003346312991336595
136555,0,0.013732865017726982
136556,0,0.008039378678568635
136557,0,0.004502250423070695
136558,0,0.00397358947380909
136559,0,0.002903350722072091
136560,0,0.004529677697366924
136561,0,0.00955285205624523
136562,0,0.0020465171912033976
136563,0,0.0027712470931385816
136564,0,0.0015925478423458794
136565,0,0.015306988471852238
136566,0,0.001332869395356805
136567,0,0.005447276594068247
136568,0,0.003553040155560513
136569,0,0.004111142042175592
136570,0,0.0009814308929335747
136571,0,0.005063289657523807
136572,0,0.003702520145906043
136573,0,0.0017571176526716683
136574,0,0.00568775136328986
136575,0,0.0017169343987295145
136576,0,0.005068782361277035
136577,0,0.0047539164132814685
136578,0,0.0015078060819288582
136579,0,0.006615931575481021
136580,0,0.0014563267270869748
136581,0,0.0011831887376324165
136582,0,0.0012557572002995948
136583,0,0.0012506041886045896
136584,0,0.0021784547098996233
136585,0,0.004396091098139784
136586,0,0.049115361263988654
136587,0,0.0010432820323166446
136588,0,0.005562103777845038
136589,0,0.0025902917123713227
136590,0,0.0016222523106224865
136591,0,0.0033256230897349484
136592,0,0.009258158994590917
136593,0,0.005444410561534213
136594,0,0.0006137901164792711
136595,0,0.0016556953113463933
136596,0,0.0013132735384020235
136597,0,0.00167558137945438
136598,0,0.0052501287032127265
136599,0,0.00258363707616085
136600,0,0.0021504381678411327
136601,0,0.004078637439597484
136602,0,0.006405944532583466
136603,0,0.0035223634314931387
136604,0,0.001140235886930432
136605,0,0.005854286621530434
136606,0,0.00255398185046671
136607,0,0.0033942283447591422
136608,0,0.0027268538926549938
136609,0,0.004713976504883184
136610,0,0.005137260081000257
136611,0,0.0012179513486672727
136612,0,0.002092179209940557
136613,0,0.003182098723322216
136614,0,0.0009462473983424747
136615,0,0.0008778013788648232
136616,0,0.0014453926266506016
136617,0,0.009280116229939532
136618,0,0.0018009208109303404
136619,0,0.0020612740946737364
136620,0,0.0018921848366959652
136621,0,0.003691518262899477
136622,0,0.0022817076574230847
136623,0,0.0011203463420632093
136624,0,0.0015721040486285456
136625,0,0.004012825217634561
136626,0,0.00040916771400878606
136627,0,0.0035601121038490798
136628,0,0.002635732530364795
136629,0,0.00044734468405590433
136630,0,0.0011627054589015912
136631,0,0.006536811996639586
136632,0,0.003961903550697137
136633,0,0.0018845230581930764
136634,0,0.0015788441536687746
136635,0,0.012084646630354358
136636,0,0.011589190035077378
136637,0,0.0035364794421866527
136638,1,0.9953449297839412
136639,0,0.006315892139823151
136640,0,0.010933780218763303
136641,0,0.0021541365587709155
136642,0,0.0022070989278110053
136643,0,0.033009217476554456
136644,0,0.00109803634076405
136645,0,0.0011774650351897807
136646,0,0.0011572169665591795
136647,0,0.010547344783263829
136648,0,0.015903645260139446
136649,0,0.002342430217296449
136650,0,0.004752051985736272
136651,0,0.0010746066732216144
136652,1,0.988791256584378
136653,0,0.0016508823571004796
136654,0,0.0018264811383997173
136655,0,0.0055197716988935035
136656,0,0.004279381723121125
136657,0,0.004262546065926221
136658,0,0.0017452718407944261
136659,0,0.0023877601031342785
136660,0,0.0016866136883059747
136661,0,0.004181607025208649
136662,0,0.011086607284333678
136663,0,0.002661630781282377
136664,0,0.016071619141615326
136665,0,0.0017926795309415795
136666,0,0.0005111855581113073
136667,0,0.01598364106534144
136668,0,0.0033202418879695597
136669,0,0.002653041665772364
136670,0,0.004612717803738918
136671,0,0.0021124533019585465
136672,0,0.002041650753935511
136673,0,0.0014001628311856639
136674,0,0.0007432486160315828
136675,0,0.0028887752976531488
136676,0,0.0029543712606317613
136677,0,0.00400409983402181
136678,0,0.0013700579816075
136679,0,0.0026062273717748093
136680,0,0.007669062018636097
